Datum (MEZ),Kernenergie,Nicht Erneuerbar,Erneuerbar,Day Ahead Auktion
,Leistung (MW),Leistung (MW),Leistung (MW),"Preis (EUR/MWh, EUR/tCO2)"
2021-11-21T09:00+01:00,7923.78,26917.99,21368.13,124.99
2021-11-21T10:00+01:00,7924.19,27515.58,22634.65,165.38
2021-11-21T11:00+01:00,7930.46,28175,23430.19,198.6
2021-11-21T12:00+01:00,7934,28629.8,23590.93,190.38
2021-11-21T13:00+01:00,7935.02,28975.31,22639.87,173.54
2021-11-21T14:00+01:00,7926.34,29557.97,20242.22,180.87
2021-11-21T15:00+01:00,7926.51,29946.14,17597.94,198
2021-11-21T16:00+01:00,7918.29,30686.66,17251.39,213.63
2021-11-21T17:00+01:00,7919.15,30967.64,18253.22,240
2021-11-21T18:00+01:00,7981.32,30981.78,19027.9,247.76
2021-11-21T19:00+01:00,7995.72,30920.15,20295.14,225
2021-11-21T20:00+01:00,8000.36,30904.7,20578.13,185
2021-11-21T21:00+01:00,7997.94,29352.61,20916.56,145.39
2021-11-21T22:00+01:00,8000.62,28936.52,20664.12,146.88
2021-11-21T23:00+01:00,8006.3,28760.63,19946.86,116.82
2021-11-22T00:00+01:00,8008.34,26679.45,19130.38,175.86
2021-11-22T01:00+01:00,8012.58,26736.42,18672.32,158.08
2021-11-22T02:00+01:00,8011.73,26744.54,18374.36,144.91
2021-11-22T03:00+01:00,8007.61,27260.91,17918.47,137.67
2021-11-22T04:00+01:00,8000.37,27819.87,17965.6,154.45
2021-11-22T05:00+01:00,8006.97,29410.82,17560.77,169
2021-11-22T06:00+01:00,7990.2,31568.15,17470.21,239.78
2021-11-22T07:00+01:00,8003.91,34032.98,18145.88,289.56
2021-11-22T08:00+01:00,7992.86,35440.5,18693.56,300.05
2021-11-22T09:00+01:00,8005.16,36436.95,18981.56,298.22
2021-11-22T10:00+01:00,7993.12,36527.8,21375.19,289.62
2021-11-22T11:00+01:00,7995.57,35596.92,24098.24,264.95
2021-11-22T12:00+01:00,7993.15,35026.7,25074.35,248.07
2021-11-22T13:00+01:00,7997.79,34981.94,24831.44,249.28
2021-11-22T14:00+01:00,7997.34,35517.03,22119.73,256.53
2021-11-22T15:00+01:00,7994.32,36319.97,18689.39,279.47
2021-11-22T16:00+01:00,7991.48,36720.35,16956.47,288.51
2021-11-22T17:00+01:00,7990.22,36895.61,18480.7,318.87
2021-11-22T18:00+01:00,8002.1,36303.96,20135.66,302
2021-11-22T19:00+01:00,7995.11,35717.59,21565.94,254.39
2021-11-22T20:00+01:00,7992.18,34783.62,23400.41,232.92
2021-11-22T21:00+01:00,8002.79,34001.32,24529.64,202.11
2021-11-22T22:00+01:00,7993.33,32496.27,25442.02,202.26
2021-11-22T23:00+01:00,8000.71,30190.25,26160.7,139.43
2021-11-23T00:00+01:00,7927.8,27603.19,26616.98,168.4
2021-11-23T01:00+01:00,7643.77,27552.05,27348.16,157.98
2021-11-23T02:00+01:00,7498.02,26684,27605.71,143.35
2021-11-23T03:00+01:00,7471.57,26753.1,26752.13,142.37
2021-11-23T04:00+01:00,7454.32,27605.54,26072.72,160
2021-11-23T05:00+01:00,7454.86,27757.41,25536.23,172.34
2021-11-23T06:00+01:00,7485.41,29696.47,24817.71,193.16
2021-11-23T07:00+01:00,7612.72,34958.47,23324.37,254.18
2021-11-23T08:00+01:00,7750.62,36108.46,21642.47,290
2021-11-23T09:00+01:00,7999.21,36559.83,23353.83,278.99
2021-11-23T10:00+01:00,8008.99,36778.49,25222.38,260.22
2021-11-23T11:00+01:00,7998.5,36723.94,27179.49,257.55
2021-11-23T12:00+01:00,7991.93,36339.93,28096.16,248.02
2021-11-23T13:00+01:00,7989.06,36733.18,26621.01,258.07
2021-11-23T14:00+01:00,7990.15,36759.57,23386.45,278.69
2021-11-23T15:00+01:00,7984.54,37153.57,19115.16,300
2021-11-23T16:00+01:00,7986.16,36849.76,16498.31,317.34
2021-11-23T17:00+01:00,7984.98,37443.63,16502.1,348.21
2021-11-23T18:00+01:00,7980.84,37506.41,16775.9,342.13
2021-11-23T19:00+01:00,7947.79,37511.23,16530.52,300
2021-11-23T20:00+01:00,7938.36,36634.08,16765.53,279.64
2021-11-23T21:00+01:00,7931.9,35845.69,16282.74,235.36
2021-11-23T22:00+01:00,7906.61,35368.32,16184.78,218.85
2021-11-23T23:00+01:00,7907.89,34437.15,16507.01,200.04
2021-11-24T00:00+01:00,7942.59,34889.66,16263.7,190.06
2021-11-24T01:00+01:00,7871.23,34270.96,16659.67,184.81
2021-11-24T02:00+01:00,7858.85,33704.72,16270.86,178.16
2021-11-24T03:00+01:00,7854.26,33531.53,15564.04,171.62
2021-11-24T04:00+01:00,7853.75,34707.68,15265.84,191.15
2021-11-24T05:00+01:00,7854.67,36230.7,14681,205.06
2021-11-24T06:00+01:00,7869.98,37935.52,14542.41,225.08
2021-11-24T07:00+01:00,7916.13,39141.35,14485.04,305.88
2021-11-24T08:00+01:00,7987.62,39887.7,15242.88,344.98
2021-11-24T09:00+01:00,8012.5,40238.97,17099.69,330.02
2021-11-24T10:00+01:00,8008.89,40133.19,19733.76,321.35
2021-11-24T11:00+01:00,8007.94,40306.68,21616.63,313.05
2021-11-24T12:00+01:00,7999.12,40454.88,22570.02,299.99
2021-11-24T13:00+01:00,7985.48,40621.98,21964.16,300
2021-11-24T14:00+01:00,7995.22,41000.43,20145.69,328
2021-11-24T15:00+01:00,7996.54,41405.79,17758.09,342.18
2021-11-24T16:00+01:00,7991.63,41313.7,15900.26,350.92
2021-11-24T17:00+01:00,8001.8,41671.89,15950.2,385
2021-11-24T18:00+01:00,7988.96,41566.47,16364.94,345
2021-11-24T19:00+01:00,7984.62,40805.87,16627.63,319.09
2021-11-24T20:00+01:00,7992.47,39946.23,17131.98,283.42
2021-11-24T21:00+01:00,7992.63,39019.52,16910.28,250.78
2021-11-24T22:00+01:00,8004.99,39458.09,16197.33,216.67
2021-11-24T23:00+01:00,8003.38,38553.36,15859.44,190.97
2021-11-25T00:00+01:00,7929.32,35940.01,15459.31,200.03
2021-11-25T01:00+01:00,7637.59,34606.5,15058.02,204.47
2021-11-25T02:00+01:00,7457.32,33183.96,14463.53,193.52
2021-11-25T03:00+01:00,7406.71,33023.52,13764.04,194.13
2021-11-25T04:00+01:00,7407.34,33847.59,13573.96,207.09
2021-11-25T05:00+01:00,7386.24,35042.17,14261.22,212.38
2021-11-25T06:00+01:00,7347.33,37137.84,15409.33,281.09
2021-11-25T07:00+01:00,7464.29,39389.37,15877.44,330
2021-11-25T08:00+01:00,7694.42,39722.29,17691.12,352.11
2021-11-25T09:00+01:00,7841.16,39832.78,19399.23,310
2021-11-25T10:00+01:00,7842.29,39810.95,21050.2,294.93
2021-11-25T11:00+01:00,7838.71,39893.87,21620.56,290.36
2021-11-25T12:00+01:00,7844.41,40211.8,22998.6,290
2021-11-25T13:00+01:00,7846.43,40265.63,24117.27,292.64
2021-11-25T14:00+01:00,7846.27,40179.51,24329.08,290
2021-11-25T15:00+01:00,7774.31,40205.56,23755.7,288.49
2021-11-25T16:00+01:00,7645.15,40313.46,23951.32,282.91
2021-11-25T17:00+01:00,7647.39,40183.23,25309.82,288.02
2021-11-25T18:00+01:00,7653.19,40060.04,26129.55,260.69
2021-11-25T19:00+01:00,7654.01,39350.71,25805.59,188.07
2021-11-25T20:00+01:00,7655.47,37593.4,24741.13,152.44
2021-11-25T21:00+01:00,7658.94,35377.65,22526.81,152.11
2021-11-25T22:00+01:00,7660.49,34023.88,22625.3,155.28
2021-11-25T23:00+01:00,7651.71,32832.88,21851.85,129.55
2021-11-26T00:00+01:00,7643.63,31288.15,20526.33,155.45
2021-11-26T01:00+01:00,7649.84,30818.77,19371.56,159.74
2021-11-26T02:00+01:00,7651.78,30908.67,17807.11,148.81
2021-11-26T03:00+01:00,7653.05,31094.61,17156.52,148.8
2021-11-26T04:00+01:00,7652.84,30470.08,16676.08,153.7
2021-11-26T05:00+01:00,7645.54,31512.05,16593.28,164.7
2021-11-26T06:00+01:00,7630.93,34642.71,17146.19,213.3
2021-11-26T07:00+01:00,7766.23,38164.19,18441.08,269.08
2021-11-26T08:00+01:00,7809.99,39253.03,20338.54,288.99
2021-11-26T09:00+01:00,7816.15,39355.56,23248.48,282.56
2021-11-26T10:00+01:00,7815.08,39146.3,25582.05,272.53
2021-11-26T11:00+01:00,7806.25,38613.32,27777.73,215.97
2021-11-26T12:00+01:00,7810.95,38010.56,28922.91,234.4
2021-11-26T13:00+01:00,7810.82,37251.66,29347.12,188.19
2021-11-26T14:00+01:00,7760.77,36057.99,29205.07,182.82
2021-11-26T15:00+01:00,7716.45,36065.11,29114.58,180.45
2021-11-26T16:00+01:00,7732.82,36052.33,29656.36,191.38
2021-11-26T17:00+01:00,7747.15,36392.89,31889.19,225.88
2021-11-26T18:00+01:00,7752.33,35996.22,33109.02,182.06
2021-11-26T19:00+01:00,7756.28,34610.49,33687.58,165.15
2021-11-26T20:00+01:00,7646.86,31971.93,32834.5,150.1
2021-11-26T21:00+01:00,7684.01,30779.61,31306.39,119.18
2021-11-26T22:00+01:00,7729.91,30142,29252.45,118.66
2021-11-26T23:00+01:00,7658.54,29255.37,27967.26,109.11
2021-11-27T00:00+01:00,7600.22,27884.63,26318.73,130.08
2021-11-27T01:00+01:00,7536.53,27929.27,24906.28,153.33
2021-11-27T02:00+01:00,7454.42,27961.94,24109.5,151.4
2021-11-27T03:00+01:00,7501.69,28038.15,23060.94,157.11
2021-11-27T04:00+01:00,7605.11,28355.99,22212.33,160.49
2021-11-27T05:00+01:00,7577.38,28917.37,21989.83,167.08
2021-11-27T06:00+01:00,7597.82,30184.08,21609.39,169.16
2021-11-27T07:00+01:00,7597.08,31769.29,21110.85,189.1
2021-11-27T08:00+01:00,7599.17,33911.98,20394.92,209.39
2021-11-27T09:00+01:00,7639.86,35907.2,21440.71,219.09
2021-11-27T10:00+01:00,7650.05,36628.44,21789.92,222.13
2021-11-27T11:00+01:00,7650.42,37103.76,21457.4,225.54
2021-11-27T12:00+01:00,7652.18,37191.02,20396.81,219.09
2021-11-27T13:00+01:00,7649.57,36854.56,19230.56,216.02
2021-11-27T14:00+01:00,7739.47,37155.28,17157.49,218.9
2021-11-27T15:00+01:00,7747.73,37221.79,15267.84,225
2021-11-27T16:00+01:00,7751.68,37121.52,14133.42,231.26
2021-11-27T17:00+01:00,7850.12,37720.09,14315.96,270.8
2021-11-27T18:00+01:00,7854.14,37554.3,15128.83,265.96
2021-11-27T19:00+01:00,7656.42,37481.42,15479.22,240
2021-11-27T20:00+01:00,7652.43,37416.25,15506.42,213.29
2021-11-27T21:00+01:00,7648.25,35677.09,15150.74,212.4
2021-11-27T22:00+01:00,7652.93,35489.12,14617.4,204.08
2021-11-27T23:00+01:00,7658.96,33850.22,13846.82,198.83
2021-11-28T00:00+01:00,7637.14,30936.67,13073.14,193.95
2021-11-28T01:00+01:00,7634.21,30989.67,12854.11,188.88
2021-11-28T02:00+01:00,7634.84,30712.07,12801.31,188.12
2021-11-28T03:00+01:00,7635.7,30684.29,12727.75,181.2
2021-11-28T04:00+01:00,7632.13,30678.75,12580.03,176
2021-11-28T05:00+01:00,7637.08,30761.13,12441.68,174.5
2021-11-28T06:00+01:00,7516.74,31130.61,12690.76,181.4
2021-11-28T07:00+01:00,7506.09,31706.87,12214.85,184.77
2021-11-28T08:00+01:00,7505.42,32199.41,12953.38,185.99
2021-11-28T09:00+01:00,7530.41,32783.84,13925.08,199.99
2021-11-28T10:00+01:00,7659.07,33342.7,15149.11,203.01
2021-11-28T11:00+01:00,7657.28,33761.51,17075.49,209.76
2021-11-28T12:00+01:00,7659.23,33629.25,17654.87,210.07
2021-11-28T13:00+01:00,7659.24,33308.43,17910.03,198.28
2021-11-28T14:00+01:00,7660.49,33988.35,15680.94,198.34
2021-11-28T15:00+01:00,7656.66,34432.22,14195.18,205.11
2021-11-28T16:00+01:00,7652.63,34151.56,13319.67,217.03
2021-11-28T17:00+01:00,7635.83,34372.4,14281.22,245.13
2021-11-28T18:00+01:00,7643.18,34138.58,14522.27,247.94
2021-11-28T19:00+01:00,7646.97,33737.33,14597.08,238.15
2021-11-28T20:00+01:00,7475.48,33729.22,14424.8,216.63
2021-11-28T21:00+01:00,7475.5,33762.33,14488.31,204.69
2021-11-28T22:00+01:00,7469.51,33872.3,15035.06,201.8
2021-11-28T23:00+01:00,7465.46,33217.73,14847.96,177.24
2021-11-29T00:00+01:00,7514.88,31713.63,14416.5,155.39
2021-11-29T01:00+01:00,7746.7,32223.34,14759.62,151.31
2021-11-29T02:00+01:00,7788.05,31549.16,13508.23,141.13
2021-11-29T03:00+01:00,7772.66,32058.85,13692.82,136.65
2021-11-29T04:00+01:00,7781.08,31966.91,14206.92,143.39
2021-11-29T05:00+01:00,7798.34,33902.7,14227.37,160.51
2021-11-29T06:00+01:00,7793.32,36824.15,15335.57,221.07
2021-11-29T07:00+01:00,7793.03,38931.91,16388.99,289.44
2021-11-29T08:00+01:00,7792.35,39981.06,17131.29,331.14
2021-11-29T09:00+01:00,7812.22,39974.4,18632.24,320.09
2021-11-29T10:00+01:00,7989,40107.77,19654.09,295.83
2021-11-29T11:00+01:00,7984.98,40091.42,19901.84,298.54
2021-11-29T12:00+01:00,7982.38,40023.98,20390.86,299.03
2021-11-29T13:00+01:00,7988.48,40159.12,19707.98,329.2
2021-11-29T14:00+01:00,7989.08,40170.9,18280.14,342.77
2021-11-29T15:00+01:00,7995.56,40267.04,16982.03,352.11
2021-11-29T16:00+01:00,7991.98,40456.12,16695.35,360
2021-11-29T17:00+01:00,7991.88,40272.01,16318.51,421.87
2021-11-29T18:00+01:00,7981.85,40465.35,16408.09,410.13
2021-11-29T19:00+01:00,7985.2,40342.9,16328.79,355.06
2021-11-29T20:00+01:00,7996.06,39752.61,17596.36,310.16
2021-11-29T21:00+01:00,7856.24,35699.47,20298.05,234.68
2021-11-29T22:00+01:00,7427.23,32770.98,24426.84,193.53
2021-11-29T23:00+01:00,7418.45,29549.86,27801.88,130.05
2021-11-30T00:00+01:00,7595.74,25738.17,30433.97,113.9
2021-11-30T01:00+01:00,7464.72,23667.93,33732.36,100.51
2021-11-30T02:00+01:00,7134.67,21378.29,37801.05,91.93
2021-11-30T03:00+01:00,6918.63,19293.37,41464.8,73.06
2021-11-30T04:00+01:00,6815.53,17877.58,44306.16,64.82
2021-11-30T05:00+01:00,6553.95,17965.79,46543.6,69.75
2021-11-30T06:00+01:00,6746.1,18999.01,51317.67,71.56
2021-11-30T07:00+01:00,6890.28,21159.07,52774.1,93.97
2021-11-30T08:00+01:00,7271.32,22295.82,51620.03,92.39
2021-11-30T09:00+01:00,7403.08,24879.91,50859.75,94.65
2021-11-30T10:00+01:00,7392.22,25471.96,52808.16,96.68
2021-11-30T11:00+01:00,7405.54,25894.71,54047.39,108.44
2021-11-30T12:00+01:00,7379.2,26242.61,54617.35,112.19
2021-11-30T13:00+01:00,7403.54,25857.79,54509.82,110.05
2021-11-30T14:00+01:00,7413.48,25579.54,53420.82,112.95
2021-11-30T15:00+01:00,7410.88,26473.28,51079.8,124.91
2021-11-30T16:00+01:00,7329.35,26496.45,49517.11,131.8
2021-11-30T17:00+01:00,7319.32,27896.86,46433.37,187.28
2021-11-30T18:00+01:00,7321.54,28737.94,42549.73,228.92
2021-11-30T19:00+01:00,7388.15,28162.17,36659.48,232.6
2021-11-30T20:00+01:00,7436.75,28807.7,31234.44,215.06
2021-11-30T21:00+01:00,7438.03,27765.17,28210.3,171.89
2021-11-30T22:00+01:00,7431.93,27516.52,26529.89,145.89
2021-11-30T23:00+01:00,7433.46,26225.91,25463.94,126.94
2021-12-01T00:00+01:00,7435.99,24664.13,27328.37,127.25
2021-12-01T01:00+01:00,7422.38,22459.18,30471.65,107
2021-12-01T02:00+01:00,7416.96,21357.29,33485.17,97.39
2021-12-01T03:00+01:00,7403.61,20712.67,36726.07,93.97
2021-12-01T04:00+01:00,7405.69,19764.55,39265.46,86.86
2021-12-01T05:00+01:00,7408.46,20591.89,42996.12,94.27
2021-12-01T06:00+01:00,7325.91,21339.14,46768.24,115.82
2021-12-01T07:00+01:00,7362.85,21891.98,49188.94,110.01
2021-12-01T08:00+01:00,7377.89,20905.35,51359.48,103.93
2021-12-01T09:00+01:00,7392.05,20670.08,53093.88,94.3
2021-12-01T10:00+01:00,7196.98,20455.87,55486.06,86.88
2021-12-01T11:00+01:00,7196.46,20411.98,57313.92,86.89
2021-12-01T12:00+01:00,7188.8,20265.27,57060.02,84.7
2021-12-01T13:00+01:00,7195.09,20412.21,55963.55,85.91
2021-12-01T14:00+01:00,7400.19,21634.59,54711.03,85.93
2021-12-01T15:00+01:00,7550.34,21967.35,53825.71,84.67
2021-12-01T16:00+01:00,7576.67,22229.79,52914.75,87.74
2021-12-01T17:00+01:00,7380.53,22197.7,52821.45,96.76
2021-12-01T18:00+01:00,7128.73,21547.91,51726.93,90.53
2021-12-01T19:00+01:00,7132.11,21047.06,50620.27,76.99
2021-12-01T20:00+01:00,7135.85,20232.04,50872.94,71.2
2021-12-01T21:00+01:00,7140.67,19770.74,49682.19,70.43
2021-12-01T22:00+01:00,7134.75,19039.68,46738.72,73.5
2021-12-01T23:00+01:00,7128.19,18566.16,46200.11,71.17
2021-12-02T00:00+01:00,7130.88,17150.04,44657.92,36.98
2021-12-02T01:00+01:00,7125.44,16462.08,42954.49,28.72
2021-12-02T02:00+01:00,7136.99,16286.01,40883.25,37.08
2021-12-02T03:00+01:00,7472.82,17943.01,38661.33,63.76
2021-12-02T04:00+01:00,7633.95,20752.24,36677.89,76.15
2021-12-02T05:00+01:00,7700.71,23743.8,33548.77,92.63
2021-12-02T06:00+01:00,7834.09,26754.74,31964.38,159.65
2021-12-02T07:00+01:00,7778.12,30604.67,30705.26,207.25
2021-12-02T08:00+01:00,7804.56,33629.48,29055.11,234.9
2021-12-02T09:00+01:00,7803.12,35159.08,29500.18,233.75
2021-12-02T10:00+01:00,7812.5,35809.25,30654.59,208.04
2021-12-02T11:00+01:00,7806.47,35332.05,30852.71,228.29
2021-12-02T12:00+01:00,7808.52,35567.44,30074.74,232.13
2021-12-02T13:00+01:00,7792.63,35934.56,27517.72,233.86
2021-12-02T14:00+01:00,7535.23,36328.57,25125.96,258.09
2021-12-02T15:00+01:00,7529.58,37379.78,21112.51,304.96
2021-12-02T16:00+01:00,7548.05,38150.69,20105.35,327.82
2021-12-02T17:00+01:00,7517.23,38467.54,20574.1,354.98
2021-12-02T18:00+01:00,7525.77,38829.99,20880.48,330
2021-12-02T19:00+01:00,7514.88,38777.9,21512.16,283.98
2021-12-02T20:00+01:00,7522.17,37226.78,23198.95,228.85
2021-12-02T21:00+01:00,7540.19,34262.37,23092.28,203.08
2021-12-02T22:00+01:00,7543.09,31398.85,23631.85,183.54
2021-12-02T23:00+01:00,7539.56,28355.14,25371.4,132.49
2021-12-03T00:00+01:00,7687.53,26267.62,26245.39,153.93
2021-12-03T01:00+01:00,7683.22,25876.22,27593.04,124.99
2021-12-03T02:00+01:00,7684.1,24456.57,28824.58,118.09
2021-12-03T03:00+01:00,7671.95,23635.15,30721.04,111.39
2021-12-03T04:00+01:00,7675.97,23411.66,31136.38,115.02
2021-12-03T05:00+01:00,7660.44,24343.97,32931.02,130.73
2021-12-03T06:00+01:00,7723.65,26389.74,35198.48,169.95
2021-12-03T07:00+01:00,7758.05,27227.18,33480.72,242.08
2021-12-03T08:00+01:00,7749.39,27317.6,36387.42,256.41
2021-12-03T09:00+01:00,7758.13,27205.83,39774.87,217.52
2021-12-03T10:00+01:00,7756.32,26813.68,43216.86,179.96
2021-12-03T11:00+01:00,7756.31,26102.45,46793.3,159.92
2021-12-03T12:00+01:00,7714.23,25633.73,49448.61,140.01
2021-12-03T13:00+01:00,7680.48,24998.82,49536.69,140.8
2021-12-03T14:00+01:00,7609.02,25207.42,47859.1,138.23
2021-12-03T15:00+01:00,7536.58,25024,46073.46,143.72
2021-12-03T16:00+01:00,7481.1,25480.16,45463.03,159.98
2021-12-03T17:00+01:00,7501.96,26252.01,46677.57,170.03
2021-12-03T18:00+01:00,7503.1,25567.26,48120.93,138.25
2021-12-03T19:00+01:00,7505.89,24701.66,47926.64,130.3
2021-12-03T20:00+01:00,7518.28,23730.97,46612,115.22
2021-12-03T21:00+01:00,7525.2,23720.61,43917.67,116.71
2021-12-03T22:00+01:00,7515.05,23509.69,39342.04,119.59
2021-12-03T23:00+01:00,7526.27,24274.79,35046.08,106.48
2021-12-04T00:00+01:00,7526.03,24314.79,31573.93,125.06
2021-12-04T01:00+01:00,7492,24116.62,27637.94,125.28
2021-12-04T02:00+01:00,7449.75,24559.15,24304.82,171.46
2021-12-04T03:00+01:00,7535.9,25544.14,21534.88,185
2021-12-04T04:00+01:00,7676.06,25952.73,18833.92,185.01
2021-12-04T05:00+01:00,7741.81,26575.32,17331.18,183.79
2021-12-04T06:00+01:00,7742.68,27431.43,15826.53,187.6
2021-12-04T07:00+01:00,7840.78,29264.58,14810.32,205
2021-12-04T08:00+01:00,7931.17,29843.82,14548.75,222.79
2021-12-04T09:00+01:00,7924.45,30892.09,14370.17,235.01
2021-12-04T10:00+01:00,7931.23,30956.66,14875.22,239.55
2021-12-04T11:00+01:00,7927.22,30617.87,15456.62,235.01
2021-12-04T12:00+01:00,7918,30123.81,16307.82,237.92
2021-12-04T13:00+01:00,7912.09,30459.13,16306.01,222
2021-12-04T14:00+01:00,7919.15,30312.11,15494.64,218.73
2021-12-04T15:00+01:00,7793.63,30579.88,16407.33,210
2021-12-04T16:00+01:00,7634.28,30564.27,18051.83,222
2021-12-04T17:00+01:00,7631.66,30908.45,20117.66,243.05
2021-12-04T18:00+01:00,7629.99,31183.34,22027.05,230.57
2021-12-04T19:00+01:00,7621.3,29806.82,22886.54,196.77
2021-12-04T20:00+01:00,7621,28537.62,23936.22,200.27
2021-12-04T21:00+01:00,7679.15,26818.24,24754.85,157.71
2021-12-04T22:00+01:00,7693.64,26580.2,24047.39,150.89
2021-12-04T23:00+01:00,7695.54,26075.02,24084.57,119.86
2021-12-05T00:00+01:00,7690.32,24594.38,24650.19,87.48
2021-12-05T01:00+01:00,7698.48,23074.24,25657.98,87.92
2021-12-05T02:00+01:00,7700.3,22089.08,26170.69,84.63
2021-12-05T03:00+01:00,7688.15,22252.23,25466.9,80.99
2021-12-05T04:00+01:00,7689.96,22447.69,24494.19,80.92
2021-12-05T05:00+01:00,7694.53,22562.14,22631.29,84.77
2021-12-05T06:00+01:00,7696.78,23340.73,22268.01,80.97
2021-12-05T07:00+01:00,7688.4,24757.09,22038.67,91.9
2021-12-05T08:00+01:00,7665.31,26018.24,21994.11,100.05
2021-12-05T09:00+01:00,7690.03,27343.91,22782.57,121.43
2021-12-05T10:00+01:00,7681.44,28581.07,23976.79,132.56
2021-12-05T11:00+01:00,7685.15,29388.37,24689.35,210
2021-12-05T12:00+01:00,7690.7,29756.39,24197.76,200.06
2021-12-05T13:00+01:00,7685.44,30458.67,22307.36,197.56
2021-12-05T14:00+01:00,7682.74,30763.38,20146.82,201.02
2021-12-05T15:00+01:00,7683.87,31013.06,18118.21,209.78
2021-12-05T16:00+01:00,7677.33,31759.57,17526.53,229.07
2021-12-05T17:00+01:00,7688.55,32132.95,17938.1,256.91
2021-12-05T18:00+01:00,7694.11,32083.48,18579.25,260
2021-12-05T19:00+01:00,7692.14,32014.22,19177.75,220.98
2021-12-05T20:00+01:00,7687.22,31661.3,18851.49,208.64
2021-12-05T21:00+01:00,7684.96,31009.02,18057.56,195.38
2021-12-05T22:00+01:00,7690.2,30637.66,17541.04,196.13
2021-12-05T23:00+01:00,7684,30035.55,16932.75,165.92
2021-12-06T00:00+01:00,7692.38,28800.34,17193.06,197.53
2021-12-06T01:00+01:00,7697.06,29033.95,16287.91,182.57
2021-12-06T02:00+01:00,7698.1,29437.8,15739.53,184.2
2021-12-06T03:00+01:00,7696.51,29297.88,15217.64,174.12
2021-12-06T04:00+01:00,7696.18,30313.78,14921.64,174.14
2021-12-06T05:00+01:00,7682.66,32263.11,15106.72,181.95
2021-12-06T06:00+01:00,7701.41,35207.63,15233.34,263.39
2021-12-06T07:00+01:00,7717.31,39123.99,15292.94,348.1
2021-12-06T08:00+01:00,7707.66,40252.56,16078.37,371.54
2021-12-06T09:00+01:00,7715.62,40338.16,17066.1,363.67
2021-12-06T10:00+01:00,7720.94,39899.44,18242.66,360
2021-12-06T11:00+01:00,7718.57,39894.53,19798.11,353.01
2021-12-06T12:00+01:00,7717.75,39644.39,20308.87,331.71
2021-12-06T13:00+01:00,7711.79,39503.73,20224.16,315.13
2021-12-06T14:00+01:00,7714.27,39472.54,19262.51,314.93
2021-12-06T15:00+01:00,7706.49,39144.1,19091.95,317.07
2021-12-06T16:00+01:00,7704.52,38682.82,19704.63,313.9
2021-12-06T17:00+01:00,7714.06,38866.85,21940.19,313.64
2021-12-06T18:00+01:00,7701.98,38617.52,23804.86,276.4
2021-12-06T19:00+01:00,7697.63,37357,25513.97,250.02
2021-12-06T20:00+01:00,7692.31,35040.03,26978.54,225.8
2021-12-06T21:00+01:00,7692.39,32929.18,27442.07,199
2021-12-06T22:00+01:00,7699.23,31969.87,27158.48,195.5
2021-12-06T23:00+01:00,7698.98,30706.29,28081.33,162.1
2021-12-07T00:00+01:00,7711.1,27989.96,29652.28,131.45
2021-12-07T01:00+01:00,7719.75,27305.05,30816.5,119.95
2021-12-07T02:00+01:00,7729.93,26217.05,30920.34,114.9
2021-12-07T03:00+01:00,7734.66,26134.59,29759.69,114.61
2021-12-07T04:00+01:00,7715.87,28411.13,27946.66,131.01
2021-12-07T05:00+01:00,7712.58,30672.39,26903.72,145.45
2021-12-07T06:00+01:00,7709.03,34744.92,26784.07,210.06
2021-12-07T07:00+01:00,7703.44,38912.07,26884.33,280.01
2021-12-07T08:00+01:00,7700.63,40200.11,26264.32,299.15
2021-12-07T09:00+01:00,7708.84,40871.52,25222.74,294.99
2021-12-07T10:00+01:00,7709.43,40733.2,25030.42,285.56
2021-12-07T11:00+01:00,7706.75,40719.12,25292.66,291.75
2021-12-07T12:00+01:00,7704.85,40471.21,26275.77,283.94
2021-12-07T13:00+01:00,7698.67,40145.15,25882.73,280.17
2021-12-07T14:00+01:00,7698.12,40228.28,23723.95,287.2
2021-12-07T15:00+01:00,7697.79,39947.54,21358.74,292.62
2021-12-07T16:00+01:00,7709.38,39725.28,20978.02,294.94
2021-12-07T17:00+01:00,7700.08,39511.96,24562.95,279.96
2021-12-07T18:00+01:00,7686.23,38383.25,28908.28,250.09
2021-12-07T19:00+01:00,7495.5,35294.74,32301.08,210.97
2021-12-07T20:00+01:00,7320.91,32606.94,35081.29,198.35
2021-12-07T21:00+01:00,7319.28,28917.13,37628.58,177.43
2021-12-07T22:00+01:00,7325.69,26427.31,38063.08,122.53
2021-12-07T23:00+01:00,7091.68,23752.34,40772.64,91.36
2021-12-08T00:00+01:00,6884.77,19919.38,41002.91,85.46
2021-12-08T01:00+01:00,6888.58,18995.1,41715.41,77.64
2021-12-08T02:00+01:00,6884.7,18332.19,40789.77,69.96
2021-12-08T03:00+01:00,6884.58,18436.98,40204.04,66.08
2021-12-08T04:00+01:00,6884.45,19172,41365.02,79.95
2021-12-08T05:00+01:00,6864.31,20013.41,40157.8,92.02
2021-12-08T06:00+01:00,6885.87,24100.67,40612.69,117.46
2021-12-08T07:00+01:00,7570.06,29683.17,38620.83,174.28
2021-12-08T08:00+01:00,7660.79,32370.53,37495.39,227.96
2021-12-08T09:00+01:00,7657.23,33037.23,36032.18,222.92
2021-12-08T10:00+01:00,7659.36,33662.86,34969.21,201.96
2021-12-08T11:00+01:00,7665.66,34081.7,33236.75,204.98
